1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0.22,0.14,0.15,0.3,0.37,0.15,0.4,0.23,0.14,0.28,0.34,0.45,0.28,0.48,0.44,0.39,0.37,0.29,0.49,0.34,0.42,0.7,0.48,0.5,0.53,0.68,0.59,0.61,0.64,0.55,0.71,0.48,0.59,0.77,0.55,0.56,0.62,0.71,0.85,1.1,0.92
